vmacro00001	sp|O48920|ARF_VIGUN
vmacro11024	sp|Q8GXR9|NDC1_ARATH
vmacro11025	sp|Q7Y0D4|TR164_ORYSJ
vmacro11026	sp|Q9ZTS1|SYM_ORYSJ
vmacro11026	sp|Q9ZTS1|SYM_ORYSJ
vmacro11029	sp|F4JLK2|SPSA4_ARATH
vmacro11030	sp|Q6YM50|MAN5_SOLLC
vmacro11030	sp|Q6YM50|MAN5_SOLLC
vmacro11031	sp|Q8CFE4|SCYL2_MOUSE
vmacro11032	sp|Q8CFE4|SCYL2_MOUSE
vmacro11032	sp|Q8CFE4|SCYL2_MOUSE
vmacro11033	sp|D9J034|WHY2_SOLTU
vmacro11034	sp|Q0DVX2|RH50_ORYSJ
vmacro11035	sp|Q8GRL7|TBCE_ARATH
vmacro11035	sp|Q8GRL7|TBCE_ARATH
vmacro11038	sp|Q5R998|QTRT2_PONAB
vmacro11039	sp|B3RNT0|QTRT2_TRIAD
vmacro11040	sp|P34913|HYES_HUMAN
vmacro11041	sp|Q93VV5|PTR16_ARATH
vmacro11042	sp|Q56XQ6|PTR15_ARATH
vmacro11042	sp|Q56XQ6|PTR15_ARATH
vmacro11043	sp|P48979|PGLR_PRUPE
vmacro11044	sp|P92934|AAP6_ARATH
vmacro11045	sp|Q9SMU7|SRP09_ARATH
vmacro11046	sp|Q9LU15|AHP4_ARATH
vmacro11047	sp|Q8RXE9|SYWM_ARATH
vmacro11048	sp|Q68EH9|CRBN_DANRE
vmacro11048	sp|Q68EH9|CRBN_DANRE
vmacro11049	sp|H2DH17|C7A22_PANGI
vmacro11050	sp|Q9XI47|SHH1_ARATH
vmacro11051	sp|Q9XI47|SHH1_ARATH
vmacro11052	sp|Q852L0|HD16N_ORYSJ
vmacro11053	sp|O82318|Y2579_ARATH
vmacro11053	sp|O82318|Y2579_ARATH
vmacro11053	sp|O82318|Y2579_ARATH
vmacro11054	sp|Q7JW12|TMX2_DROME
vmacro11055	sp|P69781|GAT12_ARATH
vmacro11056	sp|Q9Y3E5|PTH2_HUMAN
vmacro11057	sp|Q9FN03|UVR8_ARATH
vmacro11057	sp|Q9FN03|UVR8_ARATH
vmacro11057	sp|Q9FN03|UVR8_ARATH
vmacro11058	sp|O82314|U082_ARATH
vmacro11059	sp|Q8LIY8|CCD8B_ORYSJ
vmacro11059	sp|Q8LIY8|CCD8B_ORYSJ
vmacro11060	sp|Q9FFN2|GLYT3_ARATH
vmacro11061	sp|Q9LX74|EXOS5_ARATH
vmacro11062	sp|Q84T68|EXOS5_ORYSJ
vmacro11063	sp|O82316|TIP41_ARATH
vmacro11064	sp|Q8W593|LGUC_ARATH
vmacro11065	sp|Q8W4K5|VAB_ARATH
vmacro11066	sp|Q94FY7|TOCC_ARATH
vmacro11067	sp|Q9SXC4|IRX9H_ARATH
vmacro11068	sp|Q940M4|OCT7_ARATH
vmacro11069	sp|Q9LYD8|GGLO3_ARATH
vmacro11070	sp|Q9LYD8|GGLO3_ARATH
vmacro11071	sp|O34973|YTAP_BACSU
vmacro11072	sp|Q8LGF7|PEX4_ARATH
vmacro11073	sp|Q8L860|TOL9_ARATH
vmacro11073	sp|Q8L860|TOL9_ARATH
vmacro11074	sp|Q8L493|DAAA_ARATH
vmacro11074	sp|Q8L493|DAAA_ARATH
vmacro11075	sp|P46644|AAT3_ARATH
vmacro11075	sp|P46644|AAT3_ARATH
vmacro11076	sp|Q94FL9|MB3R4_ARATH
vmacro11077	sp|Q93ZV7|LA1_ARATH
vmacro11078	sp|Q8L7A0|TAUE3_ARATH
vmacro11079	sp|Q94B74|NUDT2_ARATH
vmacro11080	sp|Q94AI6|SEC6_ARATH
vmacro11081	sp|Q94AI6|SEC6_ARATH
vmacro11082	sp|Q9LRR5|DRL21_ARATH
vmacro11082	sp|Q9LRR5|DRL21_ARATH
vmacro11082	sp|Q9LRR5|DRL21_ARATH
vmacro11083	sp|Q9LRR5|DRL21_ARATH
vmacro11083	sp|Q9LRR5|DRL21_ARATH
vmacro11084	sp|Q9LRR5|DRL21_ARATH
vmacro11084	sp|Q9LRR5|DRL21_ARATH
vmacro11085	sp|Q84MB5|RBL11_ARATH
vmacro11086	sp|Q8L5Y0|VPS39_ARATH
vmacro11086	sp|Q8L5Y0|VPS39_ARATH
vmacro11087	sp|Q40784|AAPC_CENCI
vmacro11088	sp|F4IV45|CHR10_ARATH
vmacro11089	sp|Q8VZ59|YUC6_ARATH
vmacro11104	sp|Q551A3|Y6689_DICDI
vmacro11105	sp|Q551A3|Y6689_DICDI
vmacro11106	sp|Q9FME4|PP438_ARATH
vmacro11107	sp|P92960|KAT3_ARATH
vmacro11108	sp|Q5JL96|ZFP34_ORYSJ
vmacro11110	sp|Q8K2K6|AGFG1_MOUSE
vmacro11111	sp|P82715|PPD5_ARATH
vmacro11112	sp|Q9T034|SYFA_ARATH
vmacro11113	sp|Q9T034|SYFA_ARATH
vmacro11114	sp|Q83ED9|RL27_COXBU
vmacro11115	sp|Q80Y75|DJB13_MOUSE
vmacro11116	sp|Q92576|PHF3_HUMAN
vmacro11117	sp|Q93Z92|RING4_ARATH
vmacro11119	sp|Q93YV6|2A5K_ARATH
vmacro11120	sp|Q93YV6|2A5K_ARATH
vmacro11121	sp|Q39071|CCA21_ARATH
vmacro11122	sp|Q9LU21|PNSB3_ARATH
vmacro11123	sp|Q9LFM6|PP375_ARATH
vmacro11124	sp|Q84MB2|TIF8_ARATH
vmacro11125	sp|Q39103|G3OX1_ARATH
vmacro11125	sp|Q39103|G3OX1_ARATH
vmacro11126	sp|Q7TQK5|CCD93_MOUSE
vmacro11127	sp|Q9LFM5|YUC4_ARATH
vmacro11128	sp|H6WS93|PDR1_PETAX
vmacro11129	sp|Q9SZY7|VATO1_ARATH
vmacro11130	sp|H1ZZA4|AUAG_STIAU
vmacro11131	sp|Q9C5U3|PRS8A_ARATH
vmacro11132	sp|Q9ZP41|EGC_CITJA
vmacro11151	sp|O13801|YE04_SCHPO
vmacro11153	sp|Q8H0V5|OCP3_ARATH
vmacro11154	sp|Q9SM50|HY5_SOLLC
vmacro11155	sp|O48946|CESA1_ARATH
vmacro11156	sp|A8MQA3|PP330_ARATH
vmacro11156	sp|A8MQA3|PP330_ARATH
vmacro11156	sp|A8MQA3|PP330_ARATH
vmacro11158	sp|Q9LW07|PGLR3_ARATH
vmacro11158	sp|Q9LW07|PGLR3_ARATH
vmacro11159	sp|O48781|SPX2_ARATH
vmacro11160	sp|Q9SG02|RDR6_ARATH
vmacro11161	sp|Q3ED65|MENG_ARATH
vmacro11162	sp|Q9M667|RPP13_ARATH
vmacro11163	sp|Q3ED65|MENG_ARATH
vmacro11164	sp|Q9M667|RPP13_ARATH
vmacro11165	sp|Q9SG02|RDR6_ARATH
vmacro11167	sp|Q9XI33|WIN1_ARATH
vmacro11169	sp|Q9M028|LMBD2_ARATH
vmacro11170	sp|Q9SKK0|EBF1_ARATH
vmacro11171	sp|Q94C48|WDL5_ARATH
vmacro11172	sp|Q0WSZ8|WDL6_ARATH
vmacro11173	sp|B9DFX7|HMA8_ARATH
vmacro11173	sp|B9DFX7|HMA8_ARATH
vmacro11174	sp|B9DFX7|HMA8_ARATH
vmacro11176	sp|Q65XS5|BC10_ORYSJ
vmacro11177	sp|Q65XS5|BC10_ORYSJ
vmacro11178	sp|Q8W4E1|RH47_ARATH
vmacro11179	sp|A8MRY9|UGNT1_ARATH
vmacro11180	sp|Q9FY48|KEG_ARATH
vmacro11181	sp|Q9LFP0|APT5_ARATH
vmacro11182	sp|O49377|VA711_ARATH
vmacro11183	sp|Q9M2J5|MCC16_ARATH
vmacro11183	sp|Q9M2J5|MCC16_ARATH
vmacro11184	sp|Q3E7Q9|GLYT6_ARATH
vmacro11185	sp|Q9LFP3|GLYT4_ARATH
vmacro11186	sp|Q9LFP3|GLYT4_ARATH
vmacro11187	sp|O22060|SPSA1_CITUN
vmacro11188	sp|A0JJX5|SYT4_ARATH
vmacro11189	sp|Q03730|YMB8_YEAST
vmacro11190	sp|Q8VY97|Y4213_ARATH
vmacro11190	sp|Q8VY97|Y4213_ARATH
vmacro11191	sp|Q8AVP1|RPF1_XENLA
vmacro11192	sp|Q5MK24|ARV1_ARATH
vmacro11192	sp|Q5MK24|ARV1_ARATH
vmacro11193	sp|Q9C5H9|GACP2_ARATH
vmacro11194	sp|F4IPY2|SYCM_ARATH
vmacro11195	sp|Q9FZP1|HPSE3_ARATH
vmacro11196	sp|Q9LIE7|PP246_ARATH
vmacro11197	sp|Q9LIE7|PP246_ARATH
vmacro11197	sp|Q9LIE7|PP246_ARATH
vmacro11198	sp|Q8RXN5|TYW1_ARATH
vmacro11200	sp|Q9LIE7|PP246_ARATH
vmacro11200	sp|Q9LIE7|PP246_ARATH
vmacro11201	sp|A1RYE4|GYAR_THEPD
vmacro11202	sp|O29445|SERA_ARCFU
vmacro11203	sp|Q0WV90|TPR1_ARATH
vmacro11205	sp|F4IRM4|PHOX1_ARATH
vmacro11206	sp|D5LXJ0|CIP73_LOTJA
vmacro11207	sp|Q9M5M1|RS11_EUPES
vmacro11208	sp|Q9C5X4|ATX1_ARATH
vmacro11209	sp|A0FKE6|TD1_SOLLC
vmacro11210	sp|Q640K1|NCDN_XENLA
vmacro11211	sp|Q640K1|NCDN_XENLA
vmacro11212	sp|Q9LSE1|CDG1_ARATH
vmacro11213	sp|P48000|KNAT3_ARATH
vmacro11216	sp|Q0GZS3|USP_CUCME
vmacro11218	sp|Q43147|C85A1_SOLLC
vmacro11219	sp|P93604|LRK10_WHEAT
vmacro11220	sp|Q6ZJD3|PLP2_ORYSJ
vmacro11220	sp|Q6ZJD3|PLP2_ORYSJ
vmacro11221	sp|O48723|PLP2_ARATH
vmacro11222	sp|Q84VX3|ALF4_ARATH
vmacro11224	sp|O24301|SUS2_PEA
vmacro11226	sp|Q0V7T5|Y1864_ARATH
vmacro11227	sp|Q0DAK7|HGGT_ORYSJ
vmacro11228	sp|Q7XB13|HGGT_WHEAT
vmacro11229	sp|Q94AW5|ERF03_ARATH
vmacro11230	sp|Q8W487|YB95_ARATH
vmacro11231	sp|Q9LMP7|GOS11_ARATH
vmacro11232	sp|Q9S775|PKL_ARATH
vmacro11232	sp|Q9S775|PKL_ARATH
vmacro11232	sp|Q9S775|PKL_ARATH
vmacro11233	sp|Q9S775|PKL_ARATH
vmacro11234	sp|Q08IT1|DADIS_PANGI
vmacro11235	sp|Q9MAG3|AB24G_ARATH
vmacro11236	sp|Q6NPN9|DWA2_ARATH
vmacro11237	sp|Q6NPN9|DWA2_ARATH
vmacro11237	sp|Q6NPN9|DWA2_ARATH
vmacro11238	sp|O24296|GPX1_PEA
vmacro11239	sp|Q9SZ53|P2C60_ARATH
vmacro11240	sp|Q8H1D3|NPY1_ARATH
vmacro11241	sp|Q54SA1|PLDZ_DICDI
vmacro11241	sp|Q54SA1|PLDZ_DICDI
vmacro11242	sp|Q8RXN4|HIBC5_ARATH
vmacro11243	sp|Q9LK40|NRPD2_ARATH
vmacro11244	sp|P24922|IF5A2_NICPL
vmacro11245	sp|Q6NQ99|POLAR_ARATH
vmacro11246	sp|Q9SK28|FH18_ARATH
vmacro11246	sp|Q9SK28|FH18_ARATH
vmacro11247	sp|Q9SAH7|WRK40_ARATH
vmacro11248	sp|Q9SAH7|WRK40_ARATH
vmacro11250	sp|Q9LEU7|CIPK5_ARATH
vmacro11251	sp|Q55E13|ZPR1_DICDI
vmacro11251	sp|Q55E13|ZPR1_DICDI
vmacro11252	sp|Q6S7B0|TAF5_ARATH
vmacro11253	sp|Q9FZ70|FDL1_ARATH
vmacro11254	sp|Q9LI74|CHUP1_ARATH
vmacro11255	sp|Q766C3|NEP1_NEPGR
vmacro11256	sp|Q766C3|NEP1_NEPGR
vmacro11256	sp|Q766C3|NEP1_NEPGR
vmacro11257	sp|Q766C3|NEP1_NEPGR
vmacro11258	sp|Q5F3V3|PDS5A_CHICK
vmacro11259	sp|O48700|PUB6_ARATH
vmacro11260	sp|Q9SRU2|BIG_ARATH
vmacro11263	sp|Q94EI3|PE192_ARATH
vmacro11264	sp|Q9SR36|GSTU8_ARATH
vmacro11265	sp|P32110|GSTX6_SOYBN
vmacro11266	sp|Q9C5J3|RRC1_ARATH
vmacro11267	sp|Q9FFJ8|LIMYB_ARATH
vmacro11267	sp|Q9FFJ8|LIMYB_ARATH
vmacro11267	sp|Q9FFJ8|LIMYB_ARATH
vmacro11267	sp|Q9FFJ8|LIMYB_ARATH
vmacro11268	sp|Q5FV41|FBT2_ARATH
vmacro11269	sp|Q6P011|EMC4_DANRE
vmacro11270	sp|Q03730|YMB8_YEAST
vmacro11271	sp|Q9FZL4|MGDG_SOYBN
vmacro11272	sp|Q08891|FACR2_ARATH
vmacro11274	sp|Q6K687|C3H18_ORYSJ
vmacro11275	sp|Q945L0|CX6B2_ARATH
vmacro11276	sp|O49931|TIC55_PEA
vmacro11277	sp|Q9SK52|PER18_ARATH
vmacro11278	sp|Q8S9J6|ASPA_ARATH
vmacro11279	sp|Q8S9J6|ASPA_ARATH
vmacro11280	sp|Q8S9J6|ASPA_ARATH
vmacro11281	sp|Q8S9J6|ASPA_ARATH
vmacro11282	sp|Q8S9J6|ASPA_ARATH
vmacro11283	sp|Q8S9J6|ASPA_ARATH
vmacro11284	sp|Q8S9J6|ASPA_ARATH
vmacro11285	sp|Q8S9J6|ASPA_ARATH
vmacro11286	sp|Q9M1K3|SIP21_ARATH
vmacro11292	sp|Q9SU40|SKU5_ARATH
vmacro11296	sp|Q9FLP6|SUMO2_ARATH
vmacro11299	sp|Q41144|STC_RICCO
vmacro11301	sp|Q9FLP7|FB294_ARATH
vmacro11302	sp|Q9M2E2|SDR1_ARATH
vmacro11303	sp|A4UHT7|SALR_PAPBR
vmacro11304	sp|F4I214|TET10_ARATH
vmacro11305	sp|Q6GGT5|RS1_STAAR
vmacro11306	sp|Q9FFA5|RMR14_ARATH
vmacro11307	sp|P93788|REMO_SOLTU
vmacro11309	sp|Q9SH27|LOR4_ARATH
vmacro11310	sp|Q5E9Q1|PGLT1_BOVIN
vmacro11311	sp|C0LGH8|Y1634_ARATH
vmacro11312	sp|Q9FLL1|NOB1_ARATH
vmacro11313	sp|P29516|TBB8_ARATH
vmacro11313	sp|P29516|TBB8_ARATH
vmacro11314	sp|Q67ZM4|ADF7_ARATH
vmacro11315	sp|Q9SH30|HMA5_ARATH
vmacro11315	sp|Q9SH30|HMA5_ARATH
vmacro11316	sp|Q9SH30|HMA5_ARATH
vmacro11317	sp|Q9ZRT5|GSTT1_ARATH
vmacro11318	sp|Q9FHD8|GT20_ARATH
vmacro11320	sp|Q8GXB3|AHL5_ARATH
vmacro11321	sp|O49069|GPX4_GOSHI
vmacro11322	sp|Q0AZP9|YQGF_SYNWW
vmacro11323	sp|Q9FFJ8|LIMYB_ARATH
vmacro11323	sp|Q9FFJ8|LIMYB_ARATH
vmacro11324	sp|Q5F3R2|KDM5B_CHICK
vmacro11325	sp|Q9M0E0|R15A5_ARATH
vmacro11326	sp|Q9FHD7|BSK8_ARATH
vmacro11327	sp|F4I3M3|BSK7_ARATH
vmacro11328	sp|F4JEQ1|GPDL5_ARATH
vmacro11329	sp|Q114R3|DNAJ_TRIEI
vmacro11331	sp|Q1W2L8|GSH1_TOBAC
vmacro11332	sp|F4JL28|EBS_ARATH
vmacro11334	sp|Q94AG6|SAMC1_ARATH
vmacro11336	sp|Q9SUK9|P2C55_ARATH
vmacro11337	sp|O65155|KELP_ARATH
vmacro11338	sp|Q7ZYV9|SYMPK_XENLA
vmacro11342	sp|Q8RWY4|NLP6_ARATH
vmacro11343	sp|Q93YV9|SKIP8_ARATH
vmacro11344	sp|F4JPE9|SUN5_ARATH
vmacro11345	sp|Q8L7I1|Y4193_ARATH
vmacro11346	sp|O81223|CNBL4_ARATH
vmacro11346	sp|O81223|CNBL4_ARATH
vmacro11347	sp|Q9ZPY9|P4KG4_ARATH
vmacro11348	sp|O65781|GALE2_CYATE
vmacro11351	sp|Q8LAH8|NDK4_ARATH
vmacro11354	sp|P55964|KPYG_RICCO
vmacro11355	sp|Q40546|KPYG_TOBAC
vmacro11356	sp|Q9FN02|PPP7_ARATH
vmacro11362	sp|Q9FN69|GL3_ARATH
vmacro11363	sp|O66601|GUAA_AQUAE
vmacro11363	sp|O66601|GUAA_AQUAE
vmacro11364	sp|F4I3P9|MURE_ARATH
vmacro11365	sp|Q8W469|SIPL2_ARATH
vmacro11366	sp|Q06611|PIP12_ARATH
vmacro11367	sp|Q66GI1|CSPLT_ARATH
vmacro11368	sp|Q9LVD9|DTX40_ARATH
vmacro11369	sp|Q9LVD9|DTX40_ARATH
vmacro11370	sp|A2RVM0|TIC32_ARATH
vmacro11371	sp|A2RVM0|TIC32_ARATH
vmacro11372	sp|A2RVM0|TIC32_ARATH
vmacro11373	sp|Q6RVV4|TIC32_PEA
vmacro11374	sp|A2RVM0|TIC32_ARATH
vmacro11374	sp|A2RVM0|TIC32_ARATH
vmacro11374	sp|A2RVM0|TIC32_ARATH
vmacro11375	sp|Q8H1U5|APC2_ARATH
vmacro11375	sp|Q8H1U5|APC2_ARATH
vmacro11375	sp|Q8H1U5|APC2_ARATH
vmacro11376	sp|A2RVM0|TIC32_ARATH
vmacro11377	sp|Q9CAD5|YODA_ARATH
vmacro11377	sp|Q9CAD5|YODA_ARATH
vmacro11377	sp|Q9CAD5|YODA_ARATH
vmacro11378	sp|Q10SY9|LSI2_ORYSJ
vmacro11379	sp|Q10SY9|LSI2_ORYSJ
vmacro11379	sp|Q10SY9|LSI2_ORYSJ
vmacro11380	sp|Q10SY9|LSI2_ORYSJ
vmacro11381	sp|Q10SY9|LSI2_ORYSJ
vmacro11382	sp|Q10SY9|LSI2_ORYSJ
vmacro11383	sp|Q9AV23|LSI3_ORYSJ
vmacro11384	sp|Q10SY9|LSI2_ORYSJ
vmacro11385	sp|Q9SRE5|Y1666_ARATH
vmacro11386	sp|Q8H0S9|PSA_ARATH
vmacro11387	sp|Q2HIJ8|RHB1A_ARATH
vmacro11389	sp|Q84TH4|SR45A_ARATH
vmacro11392	sp|Q9T0K7|HIBC6_ARATH
vmacro11393	sp|Q38861|XPB1_ARATH
vmacro11394	sp|Q9T0K7|HIBC6_ARATH
vmacro11395	sp|Q9CAJ9|Y1385_ARATH
vmacro11396	sp|Q9MAA2|AT74_ARATH
vmacro11397	sp|Q38897|BEL1_ARATH
vmacro11398	sp|B0F9L4|GOGC6_ARATH
vmacro11400	sp|Q9M0V0|MFDX1_ARATH
vmacro11401	sp|Q9LE54|SP1L2_ARATH
vmacro11402	sp|A7PZL3|PGLR_VITVI
vmacro11403	sp|Q8LPH6|MYB86_ARATH
vmacro11404	sp|Q9CAK4|ROH1_ARATH
vmacro11405	sp|O03982|HIP39_ARATH
vmacro11406	sp|O03982|HIP39_ARATH
vmacro11407	sp|P31531|1A1C_SOYBN
vmacro11408	sp|Q9CAK8|ISPF_ARATH
vmacro11409	sp|Q9FFS4|DDA1_ARATH
vmacro11410	sp|Q940M0|GPDP1_ARATH
vmacro11411	sp|Q9M4A1|SPO12_ARATH
vmacro11412	sp|F4JYG0|PIAL2_ARATH
vmacro11413	sp|A0MFL4|LOR17_ARATH
vmacro11414	sp|Q948U0|RBOHA_SOLTU
vmacro11415	sp|Q9SH58|MAKR2_ARATH
vmacro11416	sp|Q9SUT9|RTNLB_ARATH
vmacro11417	sp|Q9LS46|ALMT9_ARATH
vmacro11418	sp|Q9SZ67|WRK19_ARATH
vmacro11418	sp|Q9SZ67|WRK19_ARATH
vmacro11418	sp|Q9SZ67|WRK19_ARATH
vmacro11418	sp|Q9SZ67|WRK19_ARATH
vmacro11418	sp|Q9SZ67|WRK19_ARATH
vmacro11418	sp|Q9SZ67|WRK19_ARATH
vmacro11419	sp|Q94AX5|PAM71_ARATH
vmacro11420	sp|P13240|DR206_PEA
vmacro11421	sp|Q9FFR9|CHX18_ARATH
vmacro11422	sp|Q66GQ2|Y5162_ARATH
vmacro11424	sp|Q8N806|UBR7_HUMAN
vmacro11425	sp|Q9LE33|HPR3_ARATH
vmacro11426	sp|Q84TH9|NLP7_ARATH
vmacro11426	sp|Q84TH9|NLP7_ARATH
vmacro11427	sp|Q2R2D5|XA21_ORYSJ
vmacro11427	sp|Q2R2D5|XA21_ORYSJ
vmacro11427	sp|Q2R2D5|XA21_ORYSJ
vmacro11428	sp|Q9SRL2|RLP34_ARATH
vmacro11429	sp|Q9T0A0|LACS4_ARATH
vmacro11430	sp|Q42059|GUN6_ARATH
vmacro11433	sp|A7PZL3|PGLR_VITVI
vmacro11436	sp|Q9FNQ1|DEXHE_ARATH
vmacro11436	sp|Q9FNQ1|DEXHE_ARATH
vmacro11437	sp|Q3KR73|KANL3_RAT
vmacro11438	sp|Q5XLY0|ANR_GINBI
vmacro11439	sp|P51105|DFRA_GERHY
vmacro11440	sp|Q5XLY0|ANR_GINBI
vmacro11441	sp|Q8VYV9|APF1_ARATH
vmacro11441	sp|Q8VYV9|APF1_ARATH
vmacro11442	sp|Q8L4X4|GAT2_ARATH
vmacro11443	sp|O80462|XLG1_ARATH
vmacro11444	sp|O82509|TBL23_ARATH
vmacro11445	sp|Q9BZJ0|CRNL1_HUMAN
vmacro11446	sp|Q9T014|SPA2_ARATH
vmacro11448	sp|Q9T076|ENL2_ARATH
vmacro11449	sp|Q9SUQ2|CRF2_ARATH
vmacro11450	sp|P35135|UBC4_SOLLC
vmacro11451	sp|Q9SUQ3|Y4374_ARATH
vmacro11452	sp|Q2T9S3|RPC6_BOVIN
vmacro11453	sp|Q9LHK1|NUD16_ARATH
vmacro11454	sp|Q40784|AAPC_CENCI
vmacro11455	sp|Q94F27|B3GTB_ARATH
vmacro11456	sp|Q9LYS2|AB10C_ARATH
vmacro11456	sp|Q9LYS2|AB10C_ARATH
vmacro11456	sp|Q9LYS2|AB10C_ARATH
vmacro11457	sp|Q0JEU6|LERK3_ORYSJ
vmacro11458	sp|Q0JEU6|LERK3_ORYSJ
vmacro11458	sp|Q0JEU6|LERK3_ORYSJ
vmacro11459	sp|Q9LYS2|AB10C_ARATH
vmacro11459	sp|Q9LYS2|AB10C_ARATH
vmacro11459	sp|Q9LYS2|AB10C_ARATH
vmacro11460	sp|Q8L557|EM514_ARATH
vmacro11460	sp|Q8L557|EM514_ARATH
vmacro11461	sp|Q9LYS2|AB10C_ARATH
vmacro11462	sp|Q32PZ9|CC130_RAT
vmacro11463	sp|Q9FFR3|6PGD3_ARATH
vmacro11464	sp|Q9FPW6|POB1_ARATH
vmacro11469	sp|Q9SV84|NIP51_ARATH
vmacro11470	sp|Q9C884|PMTI_ARATH
vmacro11472	sp|Q9CAI3|CADH1_ARATH
vmacro11473	sp|Q8RY25|NU98A_ARATH
vmacro11474	sp|Q9LI65|WTR24_ARATH
vmacro11476	sp|F4IQG4|HIP30_ARATH
vmacro11477	sp|Q6EU30|Y2835_ORYSJ
vmacro11478	sp|Q93V56|IPYR1_ARATH
vmacro11479	sp|Q9FQY8|COMT1_CAPAN
vmacro11480	sp|Q9ZT63|MTP1_ARATH
vmacro11481	sp|Q9MAP3|RK11_ARATH
vmacro11482	sp|Q9SZY3|SBT38_ARATH
vmacro11483	sp|Q8L7I2|SBT36_ARATH
vmacro11484	sp|Q9MAP8|B3GT6_ARATH
vmacro11486	sp|O24457|ODPA3_ARATH
vmacro11489	sp|Q9MAQ0|SSG1_ARATH
vmacro11491	sp|Q08062|MDHC_MAIZE
vmacro11492	sp|Q8L868|E1311_ARATH
vmacro11493	sp|Q93Y01|UBP9_ARATH
vmacro11493	sp|Q93Y01|UBP9_ARATH
vmacro11494	sp|Q84WP6|NAC43_ARATH
vmacro11495	sp|Q8LPG9|IQD14_ARATH
vmacro11496	sp|Q9SU44|GRF8_ARATH
vmacro11497	sp|F4I878|BLT_ARATH
vmacro11498	sp|O22977|BDG3_ARATH
vmacro11499	sp|F4HPA7|MD10B_ARATH
vmacro11500	sp|Q40863|EMB8_PICGL
vmacro11503	sp|Q94BY9|GAP22_ARATH
vmacro11504	sp|Q9FHY8|HLB1_ARATH
vmacro11505	sp|Q6R3L0|YSL1_ARATH
vmacro11506	sp|Q5YLB4|GYRB_NICBE
vmacro11508	sp|Q7ZZ25|ATD1A_DANRE
vmacro11510	sp|B5RCB4|RHMA_SALG2
vmacro11512	sp|O82486|MTA70_ARATH
vmacro11513	sp|Q9T096|YIPL6_ARATH
vmacro11514	sp|Q84TH9|NLP7_ARATH
vmacro11515	sp|Q6EU49|WNK4_ORYSJ
vmacro11515	sp|Q6EU49|WNK4_ORYSJ
vmacro11516	sp|Q9M0N1|PUX10_ARATH
vmacro11517	sp|Q9UHR6|ZNHI2_HUMAN
vmacro11518	sp|O23086|ALMTA_ARATH
vmacro11519	sp|O42901|YBA9_SCHPO
vmacro11521	sp|Q6LA54|YF48_SCHPO
vmacro11522	sp|Q3U2U7|MET17_MOUSE
vmacro11523	sp|A0A078IS66|TC32A_BRANA
vmacro11524	sp|Q9FWC1|TRE_ORYSJ
vmacro11525	sp|Q8H0V6|AB3F_ARATH
vmacro11525	sp|Q8H0V6|AB3F_ARATH
vmacro11525	sp|Q8H0V6|AB3F_ARATH
vmacro11525	sp|Q8H0V6|AB3F_ARATH
vmacro11526	sp|Q03685|BIP5_TOBAC
vmacro11527	sp|Q8LBF7|SWET7_ARATH
vmacro11528	sp|Q8RWY4|NLP6_ARATH
vmacro11529	sp|Q8RWY4|NLP6_ARATH
vmacro11529	sp|Q8RWY4|NLP6_ARATH
vmacro11529	sp|Q8RWY4|NLP6_ARATH
vmacro11530	sp|Q9SFW8|NLP5_ARATH
vmacro11531	sp|Q9FMG4|SC35_ARATH
vmacro11534	sp|Q84TH9|NLP7_ARATH
vmacro11535	sp|Q9SFW8|NLP5_ARATH
vmacro11536	sp|Q8VY91|RR6_ARATH
vmacro11537	sp|Q9XED8|ARFI_ARATH
vmacro11538	sp|Q9C5W9|ARFR_ARATH
vmacro11539	sp|Q9XED8|ARFI_ARATH
vmacro11540	sp|Q9ZPY6|ARFK_ARATH
vmacro11541	sp|Q9ZPY6|ARFK_ARATH
vmacro11542	sp|P52410|KASC1_ARATH
vmacro11543	sp|Q9FLE8|Y5986_ARATH
vmacro11544	sp|O22307|C71DB_LOTJA
vmacro11545	sp|O22307|C71DB_LOTJA
vmacro11546	sp|O48923|C71DA_SOYBN
vmacro11547	sp|O48923|C71DA_SOYBN
vmacro11548	sp|Q9LK64|AB3C_ARATH
vmacro11549	sp|Q09131|PPAF_SOYBN
vmacro11550	sp|Q9FN03|UVR8_ARATH
vmacro11550	sp|Q9FN03|UVR8_ARATH
vmacro11550	sp|Q9FN03|UVR8_ARATH
vmacro11550	sp|Q9FN03|UVR8_ARATH
vmacro11550	sp|Q9FN03|UVR8_ARATH
vmacro11551	sp|P46299|RS4_GOSHI
vmacro11552	sp|Q8VYK6|RS43_ARATH
vmacro11553	sp|P46300|RS4_SOLTU
vmacro11554	sp|O81363|RS4_PRUAR
vmacro11555	sp|P46300|RS4_SOLTU
vmacro11556	sp|Q9LK64|AB3C_ARATH
vmacro11557	sp|Q84R21|Y1559_ARATH
vmacro11558	sp|Q84R21|Y1559_ARATH
vmacro11558	sp|Q84R21|Y1559_ARATH
vmacro11559	sp|Q9SJ41|C3H18_ARATH
vmacro11560	sp|Q9FM80|MTEF9_ARATH
vmacro11562	sp|Q93WV0|WRK20_ARATH
vmacro11563	sp|Q9FFF1|FRL1A_ARATH
vmacro11564	sp|Q9FJ57|TRN1_ARATH
vmacro11565	sp|O04133|SRC2_SOYBN
vmacro11566	sp|F4JDI6|KN12F_ARATH
vmacro11567	sp|Q6NKU9|TI223_ARATH
vmacro11568	sp|P47044|YJF5_YEAST
